year,text
2011-01-13, My bed's sheets were ripped in half, but other than that a pleasant stay in a safe environment
2011-01-03, Staff was friendly, location was great! Kudos to the provided towel.
2011-01-20, First, Aivengo is very close to the Central station in Amsterdam which is great when you oversleep for your flight. Second, the cleanliness was to a high standart and staff was very helpful as well. You will not regret.
2011-03-07, the hostel was clean and the room we were in (all-girls room) was great, loft-like and had a fridge and a microwave for out own food. only problem was that the shower was in the same room as the sinks so when someone was showering we didn't dare go get water etc. and there was no sink in the toilet. at nights it was a bit cold so if your travelling in the winter/late autumn/early spring and have difficulties sleeping when it's not so warm, you should bring a sleeping bag because the blankets weren't too thi
2011-01-07, The double ensuite was a nice, spacious room with great views. We had our own little balcony and a nice bathroom. Overall, it was a very pleasant experience. Would stay there again in the future!
2010-12-28, 5 minutes from the train station which was really nice. friendly staff. cheapest hostel i found. 11 euro for Dec 28th and 29th
2011-01-02, most of the staff seemed cranky and unhelpful. it was very clean but the whole vibe of the hostel was a place to sleep at night, not hang out and meet other travelers.
2012-11-23, i´ve been there many times and i love it every time when i come back!! :-)
2011-01-02, when they say there is a kitchen i would take that word very lightly. the "kitchen" was comprised of a microwave, a non working stove and fridge. on the positive side the hostel is really close to everything in amsterdam; no more then a 30min walk to where you need to go
2010-12-06, The decoration of the reception was very unique and beautiful. The staff was very helpful and friendly. The location is excellent, just a few minutes walk from centraal station, the red light district, the anne frank house, china town, the jordaan. I will definitely recommend this hostel to many more friends and family.
2011-03-05, El sitio parecia un local de fiesta que lo habian convertido en hostal, y con esto me refiero a que solo había un espacio común donde estaba el dueño y un sofa.\r \r Las habitaciones eran dos cuartos enormes y por lo menos en el que a mí me tocó la pared que daba a la calle era una puerta de madera con una cristalera enorme tapada con una manta, podeis imaginaros el frio que hacía, por si eso fuera poco no teniamos nórdicos, solo una simple manta para taparnos y la sábana de la almohada no las cambiab
2013-03-01, First visit to Amsterdam.Greeting by staff member was very informative, map provided. Our room was comfortable and clean, with an ensuite shower room that was adequate. There was a newly refurbished kitchen/relaxation room\r that proved to be a perfect meeting place. We got to know other travellers. Our room was comfortable and located in a 300 year old building, but we had 70 stairs to climb to get to it.
2013-03-09, our room was on the uppest floor and the last day we remarked that there is a big kitchen and living room to share but no one told us this on the reception the first day. would be great if we could get the general info from the beginning.But anyway the staff were very nice.
2013-11-11, Mixed reactionreallyu. Mattress was super duper thin that you can fell the metal bars of the bed. But they propped additional new mattresses on the old ones after a few days. It did help. But no kitchen to cook, only a microwave n kettle in the ladies dorm. No common room to mix n mingle with the rest. Not very friendly nor helpful staff. I tried to book a room for my return journey for one night and they told me to do it online, even when I was standing there at the reception.
2012-10-19, a nice experience on the whole, especially with my countryman/"related nationalities" on the staff.\r \r Having spent my summer holidays in India, I do not consider 30 euros/night in a dorm a " good value for money":). But this is Amsterdam, right?:)
2012-10-08, Het was een prima hotel om te vertoeven. Hoewel ik niet gewend was aan slaapzalen verliep alles heel goed. Het is prettig dat er wat keukenapparatuur aanwezig is. Nog wel een paar adviezen. De vloer zou mogelijk een keer vervangen kunnen worden. Er zouden mogelijk kleine wandjes tussen de bedden staan. Ipv dekens zou men misschien beter dekbedhoezen uitdelen. Mogelijk kan de prijs voor de week en het weekend hetzelfde blijven. Een investering aangezien de locatie Spuistraat heel prettig is.
2013-01-02, Unfortunately I have to say that the room we stayed in was very dirty and there was no window in it which made the place not so comfortable for our stay. Location was very central and therefore very convenient, but the lack of air and light plus was a negative point, I'm afraid. Also, floors were very dirty.
2010-12-17, I was raped.
2012-02-05, The reception wasnt open at all during our stay so no contact with them at all after check in. The room was at top of 5 flights of stairs with no discernable fire exit!! Walls paper thin so had to listen to the couple next door bonking every night!!!!! good location but wouldnt re-book.
2014-03-25, it was clean and near center i recommend it definitely
2012-07-18, We had our own twinshare room which suited us fine. The room had an ensuite and was on the top floor up extremely steep and narrow stairs, which made it a little difficult to get our bags up and down. We are not aware of any kitchen facilities available, but then we didn't look for them. We found our stay very comfortable, and the little contact we had with management was pleasant. The beds were clean and comfortable with fresh sheets, pillows and a doona supplied.
2011-09-25, Walking up 4 flights of stairs with my suitcase almost gave me a heart attack! The room was cute but kinda set up like a concerntration camp. The beds were squeeky, very old and the floor would of been better to sleep on. However the location and the great staff made up for it, and after space cake, didn't care where I slept. Give it a 6/10
2014-02-14, My only issue was the moutain of narrow and steep stairs to get to our room.\r \r 6floors of spiral like stairs are a killer to climb when ur rather tipsy ;-)
2013-11-29, This hostel is centrally located, safe and incredibly spacious (I miss my bed there in female loft room!). The staff are helpful and efficient, thank you to all. Highly recommended.
2013-10-20, Really cool hostel and great value for money. Quite quiet, no party vibe. I found it very comfortable and the staff were all lovely and helpful and friendly.
2013-09-04, I had planned to stay @ the Bulldog hotel, but decided on the cheapest hostel in Amsterdam, which is across the road from a Bulldog coffeeshop. For the price, it is really worth it & I will be making it my place to stay in Holland.
2013-08-31, I felt very confortable and in a happy atmosphere. I would only suggest to add at least a plug beside each bed. \r The private bathroon is something to highlight as a strong point, as well as the lockers.\r The staff was very nice, specially the guy during the day, that gave me also information about the city.
